_programs/tp-moto/out/tp-moto.elf:1a00049c 0000000c T moto_comenzarArranque
_programs/tp-moto/out/tp-moto.elf:1a0001ba 00000002 W TIMER2_IRQHandler
_programs/tp-moto/out/tp-moto.elf:1a00142c 00000014 T uartRxRead
_programs/tp-moto/out/tp-moto.elf:1a000184 00000002 W DebugMon_Handler
_programs/tp-moto/out/tp-moto.elf:1a0001ba 00000002 W RIT_IRQHandler
_programs/tp-moto/out/tp-moto.elf:1a080000 A __top_MFlashA512
_programs/tp-moto/out/tp-moto.elf:1a0001ba 00000002 W ADCHS_IRQHandler
_programs/tp-moto/out/tp-moto.elf:1a000114 T __section_table_start
_programs/tp-moto/out/tp-moto.elf:1a0001ba 00000002 W FLASH_EEPROM_IRQHandler
_programs/tp-moto/out/tp-moto.elf:1a0001ba 00000002 W I2C0_IRQHandler
_programs/tp-moto/out/tp-moto.elf:1a0014bc 0000001e T uartReadByte
_programs/tp-moto/out/tp-moto.elf:1a000870 00000008 T __stdio_init
_programs/tp-moto/out/tp-moto.elf:1a00194c 00000042 T delayRead
_programs/tp-moto/out/tp-moto.elf:1a00017a 00000002 W HardFault_Handler
_programs/tp-moto/out/tp-moto.elf:1a000000 A __vectors_start__
_programs/tp-moto/out/tp-moto.elf:1a001282 0000000c T Chip_ADC_SetResolution
_programs/tp-moto/out/tp-moto.elf:1a000462 00000004 T motoArrancado
_programs/tp-moto/out/tp-moto.elf:1a00157c 00000034 T SysTick_Handler
_programs/tp-moto/out/tp-moto.elf:1a0009a8 00000040 T Chip_UART_SetBaud
_programs/tp-moto/out/tp-moto.elf:1a00063c 00000002 W initialise_monitor_handles
_programs/tp-moto/out/tp-moto.elf:1a0001ba 00000002 W SDIO_IRQHandler
_programs/tp-moto/out/tp-moto.elf:1a0001ba 00000002 W ATIMER_IRQHandler
_programs/tp-moto/out/tp-moto.elf:1a000186 00000002 W PendSV_Handler
_programs/tp-moto/out/tp-moto.elf:1a000178 00000002 W NMI_Handler
_programs/tp-moto/out/tp-moto.elf:1a001fa0 R __exidx_end
_programs/tp-moto/out/tp-moto.elf:1a000150 T __data_section_table_end
_programs/tp-moto/out/tp-moto.elf:1a000588 0000000c T button_init
_programs/tp-moto/out/tp-moto.elf:1a0001ba 00000002 W I2C1_IRQHandler
_programs/tp-moto/out/tp-moto.elf:1a0001ba 00000002 W UART1_IRQHandler
_programs/tp-moto/out/tp-moto.elf:1a0001ba 00000002 W GPIO5_IRQHandler
_programs/tp-moto/out/tp-moto.elf:1a0001ba 00000002 W CAN1_IRQHandler
_programs/tp-moto/out/tp-moto.elf:53ff724e A __valid_user_code_checksum
_programs/tp-moto/out/tp-moto.elf:1a001fa0 R _etext
_programs/tp-moto/out/tp-moto.elf:1a0005a6 00000096 T button_update
_programs/tp-moto/out/tp-moto.elf:1a0001ba 00000002 W USB1_IRQHandler
_programs/tp-moto/out/tp-moto.elf:1a0001ba 00000002 W I2S0_IRQHandler
_programs/tp-moto/out/tp-moto.elf:1a0001ba 00000002 W TIMER3_IRQHandler
_programs/tp-moto/out/tp-moto.elf:1a000f96 0000000c T Chip_Clock_GetBaseClocktHz
_programs/tp-moto/out/tp-moto.elf:1a0001ba 00000002 W UART0_IRQHandler
_programs/tp-moto/out/tp-moto.elf:1a0001a8 00000012 T bss_init
_programs/tp-moto/out/tp-moto.elf:1a0001ba 00000002 W SGPIO_IRQHandler
_programs/tp-moto/out/tp-moto.elf:1a001990 T __aeabi_uldivmod
_programs/tp-moto/out/tp-moto.elf:10000070 ? _noinit
_programs/tp-moto/out/tp-moto.elf:10000068 00000004 B SystemCoreClock
_programs/tp-moto/out/tp-moto.elf:1a000954 00000054 T Chip_UART_Init
_programs/tp-moto/out/tp-moto.elf:1a0001ba 00000002 W ADC0_IRQHandler
_programs/tp-moto/out/tp-moto.elf:1a000180 00000002 W UsageFault_Handler
_programs/tp-moto/out/tp-moto.elf:1a001014 0000004c T Chip_Clock_GetRate
_programs/tp-moto/out/tp-moto.elf:1a0001ba 00000002 W GPIO6_IRQHandler
_programs/tp-moto/out/tp-moto.elf:1a0008b0 0000006c T Board_SetupClocking
_programs/tp-moto/out/tp-moto.elf:20008000 A __top_RamAHB32
_programs/tp-moto/out/tp-moto.elf:1a0019c0 000002cc T __udivmoddi4
_programs/tp-moto/out/tp-moto.elf:1a001cec 00000004 T ExtRateIn
_programs/tp-moto/out/tp-moto.elf:1a0001ba 00000002 W IntDefaultHandler
_programs/tp-moto/out/tp-moto.elf:1a000300 T __CRP_WORD_END__
_programs/tp-moto/out/tp-moto.elf:1a00039e 00000020 T inciarPulsador
_programs/tp-moto/out/tp-moto.elf:1a0001ba 00000002 W GPIO1_IRQHandler
_programs/tp-moto/out/tp-moto.elf:1a0001ba 00000002 W SSP0_IRQHandler
_programs/tp-moto/out/tp-moto.elf:1a001414 00000018 T uartRxReady
_programs/tp-moto/out/tp-moto.elf:1a001f98 R __exidx_start
_programs/tp-moto/out/tp-moto.elf:1a0002fc 00000004 T CRP_WORD
_programs/tp-moto/out/tp-moto.elf:1a001c90 00000048 T __libc_init_array
_programs/tp-moto/out/tp-moto.elf:1a0001ba 00000002 W ADC1_IRQHandler
_programs/tp-moto/out/tp-moto.elf:1a000472 0000002a T controladorMotoRender
_programs/tp-moto/out/tp-moto.elf:1a000840 00000030 T Board_Init
_programs/tp-moto/out/tp-moto.elf:1a0004b4 00000006 T moto_Opt
_programs/tp-moto/out/tp-moto.elf:1a0006ca 00000002 W _init
_programs/tp-moto/out/tp-moto.elf:1a000114 T __data_section_table
_programs/tp-moto/out/tp-moto.elf:1a0001ba 00000002 W RTC_IRQHandler
_programs/tp-moto/out/tp-moto.elf:10000070 B _ebss
_programs/tp-moto/out/tp-moto.elf:1a0001ba 00000002 W TIMER0_IRQHandler
_programs/tp-moto/out/tp-moto.elf:1a000640 00000088 T Reset_Handler
_programs/tp-moto/out/tp-moto.elf:1a001500 0000007c T tickInit
_programs/tp-moto/out/tp-moto.elf:20010000 A __top_RamAHB_ETB16
_programs/tp-moto/out/tp-moto.elf:1a0001ba 00000002 W SPI_IRQHandler
_programs/tp-moto/out/tp-moto.elf:1a000348 0000000a T pasotiempo
_programs/tp-moto/out/tp-moto.elf:1a001388 00000038 T Chip_I2C_SetClockRate
_programs/tp-moto/out/tp-moto.elf:1a0001ba 00000002 W LCD_IRQHandler
_programs/tp-moto/out/tp-moto.elf:1a000ccc 0000004c T Chip_Clock_EnableCrystal
_programs/tp-moto/out/tp-moto.elf:10008000 A __top_RamLoc32
_programs/tp-moto/out/tp-moto.elf:1a00018a 0000001e T data_init
_programs/tp-moto/out/tp-moto.elf:1a0001ba 00000002 W TIMER1_IRQHandler
_programs/tp-moto/out/tp-moto.elf:1a001364 00000024 T Chip_I2C_Init
_programs/tp-moto/out/tp-moto.elf:1a0001ba 00000002 W UART2_IRQHandler
_programs/tp-moto/out/tp-moto.elf:1a000e88 0000006c T Chip_Clock_GetMainPLLHz
_programs/tp-moto/out/tp-moto.elf:1a0004ba 00000042 T bluetoothCommandReceived
_programs/tp-moto/out/tp-moto.elf:1a001eac 000000e6 T gpioPinsInit
_programs/tp-moto/out/tp-moto.elf:1a0012bc 00000012 T Chip_SSP_SetClockRate
_programs/tp-moto/out/tp-moto.elf:1a0001ba 00000002 W GPIO2_IRQHandler
_programs/tp-moto/out/tp-moto.elf:1a000f70 00000026 T Chip_Clock_GetBaseClock
_programs/tp-moto/out/tp-moto.elf:10000048 B _bss
_programs/tp-moto/out/tp-moto.elf:1a001250 00000032 T Chip_ADC_SetSampleRate
_programs/tp-moto/out/tp-moto.elf:1a00192c 00000020 T delayInit
_programs/tp-moto/out/tp-moto.elf:1a0001ba 00000002 W I2S1_IRQHandler
_programs/tp-moto/out/tp-moto.elf:1a0012ce 0000003e T Chip_SSP_SetBitRate
_programs/tp-moto/out/tp-moto.elf:1a00128e 00000002 T Chip_GPIO_Init
_programs/tp-moto/out/tp-moto.elf:1a001d18 00000004 T OscRateIn
_programs/tp-moto/out/tp-moto.elf:1a0003be 00000006 T detenerTiempo
_programs/tp-moto/out/tp-moto.elf:1a001440 0000007c T uartInit
_programs/tp-moto/out/tp-moto.elf:10000070 ? _end_noinit
_programs/tp-moto/out/tp-moto.elf:10008000 A _vStackTop
_programs/tp-moto/out/tp-moto.elf:1a0001ba 00000002 W SSP1_IRQHandler
_programs/tp-moto/out/tp-moto.elf:1a000356 00000048 T uartConnector_update
_programs/tp-moto/out/tp-moto.elf:1a000178 T __bss_section_table_end
_programs/tp-moto/out/tp-moto.elf:1a0015e4 000001ac T gpioInit
_programs/tp-moto/out/tp-moto.elf:1a001c8c 00000002 W __aeabi_ldiv0
_programs/tp-moto/out/tp-moto.elf:1a000320 00000028 T ArrancadorRemoto_initBt
_programs/tp-moto/out/tp-moto.elf:1a001864 0000001c T USB0_IRQHandler
_programs/tp-moto/out/tp-moto.elf:1a0001ba 00000002 W GPIO3_IRQHandler
_programs/tp-moto/out/tp-moto.elf:1a000352 00000004 T tiempoActivo
_programs/tp-moto/out/tp-moto.elf:1a0001ba 00000002 W SCT_IRQHandler
_programs/tp-moto/out/tp-moto.elf:1a000d34 0000001c T Chip_Clock_GetDividerDivisor
_programs/tp-moto/out/tp-moto.elf:1a0002fc T __CRP_WORD_START__
_programs/tp-moto/out/tp-moto.elf:1a001cd8 00000010 T memset
_programs/tp-moto/out/tp-moto.elf:1a00017c 00000002 W MemManage_Handler
_programs/tp-moto/out/tp-moto.elf:1a0004fc 0000008c T main
_programs/tp-moto/out/tp-moto.elf:1a0004ae 00000006 T moto_cortarCircuito
_programs/tp-moto/out/tp-moto.elf:1a0001ba 00000002 W WDT_IRQHandler
_programs/tp-moto/out/tp-moto.elf:2000c000 A __top_RamAHB16
_programs/tp-moto/out/tp-moto.elf:1008a000 A __top_RamLoc40
_programs/tp-moto/out/tp-moto.elf:1a000182 00000002 W SVC_Handler
_programs/tp-moto/out/tp-moto.elf:1a000456 0000000c T MotoIniciar
_programs/tp-moto/out/tp-moto.elf:1a0001ba 00000002 W GPIO7_IRQHandler
_programs/tp-moto/out/tp-moto.elf:1a000fa4 0000003c T Chip_Clock_EnableOpts
_programs/tp-moto/out/tp-moto.elf:1a000d50 000000b8 T Chip_Clock_GetClockInputHz
_programs/tp-moto/out/tp-moto.elf:1a000e08 00000080 T Chip_Clock_CalcMainPLLValue
_programs/tp-moto/out/tp-moto.elf:1a0013c0 00000038 T SystemInit
_programs/tp-moto/out/tp-moto.elf:1a0001ba 00000002 W SPIFI_IRQHandler
_programs/tp-moto/out/tp-moto.elf:1a0018f4 00000038 T delay
_programs/tp-moto/out/tp-moto.elf:1a0001ba 00000002 W QEI_IRQHandler
_programs/tp-moto/out/tp-moto.elf:1a000150 T __bss_section_table
_programs/tp-moto/out/tp-moto.elf:1a001790 0000006a T gpioWrite
_programs/tp-moto/out/tp-moto.elf:1a0006c8 00000002 W _fini
_programs/tp-moto/out/tp-moto.elf:1a0003c4 00000092 T controladorBoton
_programs/tp-moto/out/tp-moto.elf:1a001210 00000040 T Chip_ADC_Init
_programs/tp-moto/out/tp-moto.elf:1000006c 00000004 B g_pUsbApi
_programs/tp-moto/out/tp-moto.elf:1a000878 00000038 T Board_SetupMuxing
_programs/tp-moto/out/tp-moto.elf:1a0009e8 000000e8 T Chip_UART_SetBaudFDR
_programs/tp-moto/out/tp-moto.elf:1a0014dc 0000000c T tickRead
_programs/tp-moto/out/tp-moto.elf:10000040 00000008 D tickRateMS
_programs/tp-moto/out/tp-moto.elf:1a0001ba 00000002 W ETH_IRQHandler
_programs/tp-moto/out/tp-moto.elf:10000000 ? _end_uninit_RESERVED
_programs/tp-moto/out/tp-moto.elf:1a000466 00000004 T motoElectricidad
_programs/tp-moto/out/tp-moto.elf:1a0001ba 00000002 W CAN0_IRQHandler
_programs/tp-moto/out/tp-moto.elf:10000000 D _data
_programs/tp-moto/out/tp-moto.elf:10000070 B _pvHeapStart
_programs/tp-moto/out/tp-moto.elf:1a000178 T __section_table_end
_programs/tp-moto/out/tp-moto.elf:1a00130c 00000038 T Chip_SSP_Init
_programs/tp-moto/out/tp-moto.elf:1a0001ba 00000002 W GINT0_IRQHandler
_programs/tp-moto/out/tp-moto.elf:1a0001ba 00000002 W DAC_IRQHandler
_programs/tp-moto/out/tp-moto.elf:1a00081c 00000024 T Board_Debug_Init
_programs/tp-moto/out/tp-moto.elf:10000048 D _edata
_programs/tp-moto/out/tp-moto.elf:1a001344 00000020 T Chip_I2C_EventHandler
_programs/tp-moto/out/tp-moto.elf:1a0001ba 00000002 W M0SUB_IRQHandler
_programs/tp-moto/out/tp-moto.elf:1a001074 00000154 T Chip_SetupCoreClock
_programs/tp-moto/out/tp-moto.elf:1a0001ba 00000002 W GPIO0_IRQHandler
_programs/tp-moto/out/tp-moto.elf:1a000000 00000040 T g_pfnVectors
_programs/tp-moto/out/tp-moto.elf:1a001060 00000014 T SystemCoreClockUpdate
_programs/tp-moto/out/tp-moto.elf:1a000300 00000020 T ArrancadorRemoroUartConnector_init
_programs/tp-moto/out/tp-moto.elf:1a0004a8 00000006 T moto_pararArranque
_programs/tp-moto/out/tp-moto.elf:1a0001ba 00000002 W DMA_IRQHandler
_programs/tp-moto/out/tp-moto.elf:1a0001ba 00000002 W EVRT_IRQHandler
_programs/tp-moto/out/tp-moto.elf:1b080000 A __top_MFlashB512
_programs/tp-moto/out/tp-moto.elf:1a001c8c 00000002 W __aeabi_idiv0
_programs/tp-moto/out/tp-moto.elf:1a00017e 00000002 W BusFault_Handler
_programs/tp-moto/out/tp-moto.elf:1a000fe0 00000034 T Chip_Clock_Enable
_programs/tp-moto/out/tp-moto.elf:1a0001ba 00000002 W UART3_IRQHandler
_programs/tp-moto/out/tp-moto.elf:1a0001ba 00000002 W MCPWM_IRQHandler
_programs/tp-moto/out/tp-moto.elf:1a000594 00000004 T changeState
_programs/tp-moto/out/tp-moto.elf:1a0001ba 00000002 W M0APP_IRQHandler
_programs/tp-moto/out/tp-moto.elf:1a0017fa 00000068 T gpioRead
_programs/tp-moto/out/tp-moto.elf:1a001880 00000074 T boardInit
_programs/tp-moto/out/tp-moto.elf:1a000040 000000d4 T g_pfnVendorVectors
_programs/tp-moto/out/tp-moto.elf:1a0001ba 00000002 W GINT1_IRQHandler
_programs/tp-moto/out/tp-moto.elf:1a0014e8 00000018 T tickPowerSet
_programs/tp-moto/out/tp-moto.elf:1a00046a 00000008 T iniciarMotoRender
_programs/tp-moto/out/tp-moto.elf:1a000f18 00000058 T Chip_Clock_SetBaseClock
_programs/tp-moto/out/tp-moto.elf:1a0013f8 0000001c T cyclesCounterInit
_programs/tp-moto/out/tp-moto.elf:1a0001ba 00000002 W GPIO4_IRQHandler
_programs/tp-moto/out/tp-moto.elf:1a00091c 0000000c T Board_SystemInit
